"COTDATA";"COTVALOR"
"01/01/2010";"0,880000000000"
"01/02/2010";"0,700000000000"
"01/03/2010";"0,710000000000"
"01/04/2010";"0,730000000000"
"01/05/2010";"0,430000000000"
"01/06/2010";"-0,110000000000"
"01/07/2010";"-0,070000000000"
"01/08/2010";"-0,070000000000"
"01/09/2010";"0,540000000000"
"01/10/2010";"0,920000000000"
"01/11/2010";"1,030000000000"
"01/12/2010";"0,600000000000"
"01/01/2011";"0,940000000000"
"01/02/2011";"0,540000000000"
"01/03/2011";"0,660000000000"
"01/04/2011";"0,720000000000"
"01/05/2011";"0,570000000000"
"01/06/2011";"0,220000000000"
"01/07/2011";"0,000000000000"
"01/08/2011";"0,420000000000"
"01/09/2011";"0,450000000000"
"01/10/2011";"0,320000000000"
"01/11/2011";"0,570000000000"
"01/12/2011";"0,510000000000"
"01/01/2012";"0,510000000000"
"01/02/2012";"0,390000000000"
"01/03/2012";"0,180000000000"
"01/04/2012";"0,640000000000"
"01/05/2012";"0,550000000000"
"01/06/2012";"0,260000000000"
"01/07/2012";"0,430000000000"
"01/08/2012";"0,450000000000"
"01/09/2012";"0,630000000000"
"01/10/2012";"0,710000000000"
"01/11/2012";"0,540000000000"
"01/12/2012";"0,740000000000"
"01/01/2013";"0,920000000000"
"01/02/2013";"0,520000000000"
"01/03/2013";"0,600000000000"
"01/04/2013";"0,590000000000"
"01/05/2013";"0,350000000000"
"01/06/2013";"0,280000000000"
"01/07/2013";"-0,130000000000"
"01/08/2013";"0,160000000000"
"01/09/2013";"0,270000000000"
"01/10/2013";"0,610000000000"
"01/11/2013";"0,540000000000"
"01/12/2013";"0,720000000000"
"01/01/2014";"0,630000000000"
"01/02/2014";"0,640000000000"
"01/03/2014";"0,820000000000"
"01/04/2014";"0,780000000000"
"01/05/2014";"0,600000000000"
"01/06/2014";"0,260000000000"
"01/07/2014";"0,130000000000"
"01/08/2014";"0,180000000000"
"01/09/2014";"0,490000000000"
"01/10/2014";"0,380000000000"
"01/11/2014";"0,530000000000"
"01/12/2014";"0,620000000000"
"01/01/2015";"1,480000000000"
"01/02/2015";"1,160000000000"
"01/03/2015";"1,510000000000"
"01/04/2015";"0,710000000000"
"01/05/2015";"0,990000000000"
"01/06/2015";"0,770000000000"
"01/07/2015";"0,580000000000"
"01/08/2015";"0,250000000000"
"01/09/2015";"0,510000000000"
"01/10/2015";"0,770000000000"
"01/11/2015";"1,110000000000"
"01/12/2015";"0,900000000000"
"01/01/2016";"1,510000000000"
"01/02/2016";"0,950000000000"
"01/03/2016";"0,440000000000"
"01/04/2016";"0,640000000000"
"01/05/2016";"0,980000000000"
"01/06/2016";"0,470000000000"
"01/07/2016";"0,640000000000"
"01/08/2016";"0,310000000000"
"01/09/2016";"0,080000000000"
"01/10/2016";"0,170000000000"
"01/11/2016";"0,070000000000"
"01/12/2016";"0,140000000000"
"01/01/2017";"0,420000000000"
"01/02/2017";"0,240000000000"
"01/03/2017";"0,320000000000"
